file,major_emotion,transcription,whisper_text
Ses01F_impro05_F005.wav,frustrated, Nash.,Nash.
Ses01F_impro05_F006.wav,angry, No G.,"No, G."
Ses01F_impro05_F007.wav,frustrated, Yes.,Yes.
Ses01F_impro05_F008.wav,angry, Flight seven fourteen.,Flight 714.
Ses01F_impro05_F009.wav,angry," Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?","Am I going to be getting free tickets, free mileage? When can I expect my bag here?"
Ses01F_impro05_F010.wav,angry," Oh, Are you kidding me?",for such an inconvenience in your bag. Are you kidding me?
Ses01F_impro05_F011.wav,angry, Is this a joke?,Is this a joke?
Ses01F_impro05_F012.wav,angry," Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.","Are there candid cameras? Is this that movie? There's a show, right? Airplane, Airline?"
Ses01F_impro05_F013.wav,angry, So you'll give me money and then I'll get my bag?,So you'll give me money and then I'll get my bag?
Ses01F_impro05_F014.wav,angry," You're kidding me, this is a joke.",You're kidding me. This is a joke.
Ses01F_impro05_F015.wav,angry, Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,"Do you have any idea? $50? Is that supposed to replace everything that I have? Do you understand how much I have packed in there? Not only does it have sentimental value, it can't be replaced like that. It was incredibly expensive."
Ses01F_impro05_F016.wav,angry, We flew in from Paris.  I've been shopping for three weeks.,We flew in from Paris. I've been shopping for three weeks. I'm very sorry.
Ses01F_impro05_F017.wav,angry, I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,I don't care what your freaking sign says. Somebody needs to replace everything I've got there and give me money for my inconvenience.
Ses01F_impro05_F018.wav,angry, Do you understand who my husband is?,Do you understand who my husband is?
Ses01F_impro05_F019.wav,angry," If you're- if you're- if you're looking for a lawsuit, baby, you've found it.","If you're looking for a lawsuit, baby, you found it."
Ses01F_impro05_F020.wav,angry, Oh-Oh.  It's a gift.  You're-You're helping me out here?,"Oh, it's a gift? You're helping me out here?"
Ses01F_impro05_F021.wav,angry, You are cruising for a bruising.  You are in so much trouble.,You are cruising for a bruising. You are in so much trouble.
Ses01F_impro05_F022.wav,angry, Who's in charge?  Who is the president of Jet Blue?,Who's in charge? Who's the president of JetBlue?
Ses01F_impro05_F023.wav,angry, Because I probably know him.,Because I probably know him.
Ses01F_impro05_F024.wav,angry, Yeah.,Really? Yeah.
Ses01F_impro05_F025.wav,angry," I don't want money, I want my clothes.",I don't want money. I want my clothes.
Ses01F_impro05_F026.wav,angry, What's your name?,What's your name?
Ses01F_impro05_F027.wav,angry, Sean.  Great. Do you have a badge number or something?,"My name is Sean. Sean, great. Do you have a badge number or something?"
Ses01F_impro05_F028.wav,angry, Okay.  I'll do that.,"Okay, I'll do that."
Ses01F_impro05_F029.wav,angry, I don't think you have done everything you could do because I don't have my bag here yet.,I don't think you've done everything you could do because I don't have my bag here yet.
Ses01F_impro05_F030.wav,angry, A letter? I'll make a personal phone call.,A letter. I'll make a personal phone call.
Ses01F_impro05_M000.wav,neutral, Hi.  Thanks for waiting.,"Hi, thanks for waiting."
Ses01F_impro05_M001.wav,happy, Can I help you?,Yeah. Can I help you?
Ses01F_impro05_M002.wav,happy, Uh huh.,Uh-huh.
Ses01F_impro05_M003.wav,neutral, Okay.,Okay. Absolutely.
Ses01F_impro05_M004.wav,neutral, Okay.,Okay.
Ses01F_impro05_M005.wav,neutral, Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,"Okay, great. I'm really sorry you didn't do that. What's your last name? Let's start there."
Ses01F_impro05_M006.wav,neutral, Okay.,Okay.
Ses01F_impro05_M007.wav,neutral, all right- okay.  And you lost your bag? Is that- that the issue?,"All right. Oh, okay. And you lost your bag? Is that the issue?"
Ses01F_impro05_M008.wav,neutral, Uh-huh.,Uh-huh.
Ses01F_impro05_M009.wav,neutral," Yeah. Yeah, I don't see- I don't see any--","Am I going to be getting free tickets, free mileage? I don't see any..."
Ses01F_impro05_M010.wav,neutral," I don't see any record of it, and I-usually when I don't see a record of it, that means um-",I don't see any record of it and I usually when I don't see a record of it that means
Ses01F_impro05_M011.wav,neutral," we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...","We've mistakenly lost your baggage. We're very sorry. On behalf of JetBlue, I'd like to apologize for any inconvenience. I am allowed to issue you a $50 gift card, which you can use. Any future flights you want to take with us. I'm very sorry once again."
Ses01F_impro05_M012.wav,neutral," for such an inconvenience and your bag, but",For such an inconvenience in your bag. Are you kidding me?
Ses01F_impro05_M013.wav,neutral, Yeah.,Is this a joke?
Ses01F_impro05_M014.wav,neutral," No, no.","No, no."
Ses01F_impro05_M015.wav,neutral," No, no.  This is real.","No, no, this is real."
Ses01F_impro05_M016.wav,neutral," No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...","No, I'm just giving you money. The bag is gone. If it's not here, I'm really sorry. There's nothing I can do because..."
Ses01F_impro05_M017.wav,neutral, this is the only track record that we have and if it's not listed here then it's probably not anywhere.,"This is the only track record that we have, but if it's not listed here, then it's probably not anywhere."
Ses01F_impro05_M018.wav,frustrated," Once again, I'm really- I'm really sorry.","Once again, I'm really sorry."
Ses01F_impro05_M019.wav,neutral, Yes.,"in there, not only to the"
Ses01F_impro05_M020.wav,neutral, I know.,I know.
Ses01F_impro05_M021.wav,frustrated," I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--","three weeks. I'm very sorry. But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable. I don't care what you're"
Ses01F_impro05_M022.wav,neutral, Okay. Calm-,A company needs to replace everything.
Ses01F_impro05_M023.wav,neutral," Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really","Actually, we are not necessarily liable to even give you those $50. If you're looking for a lawsuit,"
Ses01F_impro05_M024.wav,neutral," We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.","We're actually not even allowed, you know, like, we don't have to give you this $50. We can actually take it back. Oh, it's a gift."
Ses01F_impro05_M025.wav,neutral, It's a gift.,You're helping me out.
Ses01F_impro05_M026.wav,neutral," You know, the airlines can not be held responsible for every bag of luggage that comes through here.","You know, the airlines cannot be held responsible for every bag of luggage that comes through here. You are bruising or bruising."
Ses01F_impro05_M027.wav,neutral, With the amount of--,With the amount of- Who's in charge?
Ses01F_impro05_M028.wav,neutral," Um, actually, I don't know. I don't know. Oh really?","Because I probably don't. I don't know. Oh, really? Yeah."
