file,major_emotion,transcription,whisper_text,char_count_raw,word_count_raw,whisper_len,transcript_len,len_diff,wer,major_emotion_lower,char_count,word_count,unique_words,avg_word_len,punct_count,question_count,exclamation_count,sentence_count,avg_sent_len,emotion,cleaned_text,cleaned_word_count
Ses01F_impro03_F016.wav,happy," He likes to keep tabs, you know.","He likes to keep tabs, you know.",32,7,7,7,0,0.0,happy,32,7,7,3.714,2,0,0,1,7.0,happy,"he likes to keep tabs, you know.",7
Ses01F_impro03_F017.wav,neutral," Uh, I think seven hundred and fifty dollars.",I think $750.,13,3,3,8,-5,0.75,neutral,13,3,3,3.667,2,0,0,1,3.0,neutral,i think 750.,3
Ses01F_impro03_F018.wav,neutral, Penny slots. That's what he plays.,Really? Penny slots. Penny slots? That's what he plays.,55,9,9,6,3,0.5,neutral,55,9,8,5.222,5,2,0,4,2.25,neutral,really? penny slots. penny slots? that s what he plays.,10
Ses01F_impro03_F019.wav,neutral, Yeah.,Yeah.,5,1,1,1,0,0.0,neutral,5,1,1,5.0,1,0,0,1,1.0,neutral,yeah.,1
Ses01F_impro03_F020.wav,happy, Oh.,Oh. But it just comes.,22,5,5,1,4,4.0,happy,22,5,5,3.6,2,0,0,2,2.5,happy,oh. but it just comes.,5
Ses01F_impro03_F021.wav,happy, Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,much. Yeah. We played Wheel of Fortune pennies. It's like a giant thing. The pennies always get,95,17,17,14,3,0.42857142857142855,happy,95,17,17,4.647,5,0,0,5,3.4,happy,much. yeah. we played wheel of fortune pennies. it s like a giant thing. the pennies always get,18
Ses01F_impro03_F022.wav,neutral, Fifty bucks. Mmhmm.,50 bucks. 50 bucks.,19,4,4,3,1,1.0,neutral,19,4,2,4.0,2,0,0,2,2.0,neutral,50 bucks. 50 bucks.,4
Ses01F_impro03_F023.wav,neutral, Yeah.,Yeah.,5,1,1,1,0,0.0,neutral,5,1,1,5.0,1,0,0,1,1.0,neutral,yeah.,1
Ses01F_impro03_F024.wav,happy, Well so now we're married. We have cat children.,That's how. Now we're married. We have cat children.,52,9,9,9,0,0.2222222222222222,happy,52,9,9,4.889,5,0,0,3,3.0,happy,that s how. now we re married. we have cat children.,11
Ses01F_impro03_F025.wav,happy," We renamed Brenda, Lumber Janet.","We renamed Brenda, Lumberjanet.",31,4,4,5,-1,0.4,happy,31,4,4,7.0,2,0,0,1,4.0,happy,"we renamed brenda, lumberjanet.",4
Ses01F_impro03_F026.wav,happy, She needs a new name each state that we go into. [LAUGHTER],She needs a new name each state that we go into.,48,11,11,12,-1,0.08333333333333333,happy,48,11,11,3.455,1,0,0,1,11.0,happy,she needs a new name each state that we go into.,11
Ses01F_impro03_M000.wav,neutral, So what's up?  What's new?,So what's up? What's new?,25,5,5,5,0,0.0,neutral,25,5,4,4.2,4,2,0,2,2.5,neutral,so what s up? what s new?,7
Ses01F_impro03_M001.wav,neutral, Yeah.  I heard.,"That was awesome. Yeah, I heard.",32,6,6,3,3,1.3333333333333333,neutral,32,6,6,4.5,3,0,0,2,3.0,neutral,"that was awesome. yeah, i heard.",6
Ses01F_impro03_M003.wav,excited, Who did you marry?,Who'd you marry?,16,3,3,4,-1,0.5,excited,16,3,3,4.667,2,1,0,1,3.0,happy,who d you marry?,4
Ses01F_impro03_M004.wav,excited, Did you propose to you?,Did he propose to you?,22,5,5,5,0,0.2,excited,22,5,5,3.6,1,1,0,1,5.0,happy,did he propose to you?,5
Ses01F_impro03_M005.wav,excited, Oh.  The Wheel of Fortune slots?,"Oh, Wheel of Fortune slides?",28,5,5,6,-1,0.5,excited,28,5,5,4.8,2,1,0,1,5.0,happy,"oh, wheel of fortune slides?",5
Ses01F_impro03_M006.wav,neutral, He turned to you and was like...,He turned to you and was like...,32,7,7,7,0,0.0,neutral,32,7,7,3.714,3,0,0,1,7.0,neutral,he turned to you and was like...,7
Ses01F_impro03_M007.wav,happy, [LAUGHTER] That's really romantic.,It's really romantic.,21,3,3,4,-1,0.5,happy,21,3,3,6.333,2,0,0,1,3.0,happy,it s really romantic.,4
Ses01F_impro03_M008.wav,neutral, Yeah.,next thing. Yeah. But we're going to,36,7,7,1,6,6.0,neutral,36,7,7,4.286,3,0,0,3,2.333,neutral,next thing. yeah. but we re going to,8
Ses01F_impro03_M009.wav,neutral," Does that mean that you're going to get citizenship, too, in- in England or whatever?",Does that mean you're going to get citizenship too in England or whatever?,74,13,13,15,-2,0.26666666666666666,neutral,74,13,13,4.769,2,1,0,1,13.0,neutral,does that mean you re going to get citizenship too in england or whatever?,14
Ses01F_impro03_M010.wav,excited, Yeah.  Think about that.,Yeah. Think about that. Isn't that good?,40,7,7,4,3,0.75,excited,40,7,7,4.857,4,1,0,3,2.333,happy,yeah. think about that. isn t that good?,8
Ses01F_impro03_M011.wav,neutral, Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,"Yeah, but it'll have like a long visa. Can you go visit them for a long time?",77,17,17,17,0,0.17647058823529413,neutral,77,17,15,3.588,4,1,0,2,8.5,neutral,"yeah, but it ll have like a long visa. can you go visit them for a long time?",18
Ses01F_impro03_M012.wav,happy," Oh, how are you going to do the long distance thing?  So wait, are you going to move there?","How are you going to do the long distancing? Wait, are you going to move there?",79,16,16,19,-3,0.21052631578947367,happy,79,16,12,4.0,3,2,0,2,8.0,happy,"how are you going to do the long distancing? wait, are you going to move there?",16
Ses01F_impro03_M013.wav,happy, Like you need another one of those.[LAUGHTER],Like you need another one of those?,35,7,7,7,0,0.14285714285714285,happy,35,7,7,4.143,1,1,0,1,7.0,happy,like you need another one of those?,7
Ses01F_impro03_M014.wav,happy, Is that your phone?,"Is that your phone? No, we're kidding.",38,7,7,4,3,0.75,happy,38,7,7,4.571,4,1,0,2,3.5,happy,"is that your phone? no, we re kidding.",8
Ses01F_impro03_M015.wav,happy, He loves you.,He loves you.,13,3,3,3,0,0.0,happy,13,3,3,3.667,1,0,0,1,3.0,happy,he loves you.,3
Ses01F_impro03_M016.wav,neutral, How much did he win at the slot?,How much did he win in the slot?,32,8,8,8,0,0.125,neutral,32,8,8,3.125,1,1,0,1,8.0,neutral,how much did he win in the slot?,8
Ses01F_impro03_M019.wav,neutral, I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,I'm a big fan of the real fortune quarters. But it just costs so much.,70,15,15,19,-4,0.2631578947368421,neutral,70,15,15,3.733,3,0,0,2,7.5,neutral,i m a big fan of the real fortune quarters. but it just costs so much.,16
Ses01F_impro03_M020.wav,neutral," But the pennies always get you because you end up spending like, you know, fifty bucks.","But the pennies always get you because then you end up spending like, you know, 50 bucks.",89,17,17,16,1,0.125,neutral,89,17,15,4.294,3,0,0,1,17.0,neutral,"but the pennies always get you because then you end up spending like, you know, 50 bucks.",17
Ses01F_impro03_M021.wav,neutral," like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.","You're like, wait, but it's just pennies. Wait a minute, I'm on the air.",72,14,14,15,-1,0.4,neutral,72,14,14,4.214,8,0,0,2,7.0,neutral,"you re like, wait, but it s just pennies. wait a minute, i m on the air.",17
Ses01F_impro03_M022.wav,excited, Awesome.,Awesome.,8,1,1,1,0,0.0,excited,8,1,1,8.0,1,0,0,1,1.0,happy,awesome.,1
Ses01F_impro03_M023.wav,happy, [LAUGHTER] Cat babies.,Cat babies.,11,2,2,3,-1,0.3333333333333333,happy,11,2,2,5.0,1,0,0,1,2.0,happy,cat babies.,2
Ses01F_impro03_M024.wav,neutral, That's fair enough.,That's fair enough.,19,3,3,3,0,0.0,neutral,19,3,3,5.667,2,0,0,1,3.0,neutral,that s fair enough.,4
